日志时间,自运行起秒,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-22 11:27:26,2160.823,小志饰品供应链,qianchuan_home_cost_roi,field,净成交ROI,extract:text,None（未配置千川ID，跳过千川页）,是
2026-04-22 11:27:26,2160.849,小志饰品供应链,qianchuan_home_cost_roi,field,净成交订单数,extract:text,None（未配置千川ID，跳过千川页）,是
2026-04-22 11:27:27,2161.908,艾佳甑选百货,globalAccountLoop,nav,goto,open_url,https://fxg.jinritemai.com/ffa/mshop/homepage/index,是
2026-04-22 11:27:39,2174.020,艾佳甑选百货,globalAccountLoop,account,switch,switchAccount,已切换店铺: 艾佳甑选百货（CSS 流程）,是
2026-04-22 11:27:43,2178.184,艾佳甑选百货,fxg_mshop_home,nav,goto,open_url,https://compass.jinritemai.com/shop,是
2026-04-22 11:27:55,2190.057,艾佳甑选百货,fxg_mshop_home,field,经营概况整块文本,extract:text,"成交金额
¥240.24
昨日
¥775.22
同行基准
¥551
用户支付金额
¥222.32
昨日
¥717.86
同行基准
¥522.86
客单价
¥4.83
昨日
¥5.20
同行基准
¥16.16
成交订单数
48
昨日
143
同行标杆
169
结算金额
¥218.30
昨日
¥699.70
同行基准
¥487.98
商品曝光人数
8,643
昨日
2.81万
同行标杆
4.83万
商品点击人数
444
昨日
1,491
同行标杆
1,634
成交人数
46
昨日
138
同行标杆
138
退款金额（退款时间）
¥26.31
昨日
¥85.23
同行标杆
¥16.9
退款金额（支付时间）
¥15.17
昨日
¥72.52
同行标杆
¥0
退款率（支付时间）
6.82%
昨日
10.1%
同行标杆
0%
成交退款金额（退款时间）
¥33.08
昨日
¥89.63
同行标杆
¥18
退款订单数（退款时间）
9
昨日
17
同行基准
7
退款订单数（支付时间）
6
昨日
14
同行基准
4
商品曝光-点击转化率（人数）
5.14%
昨日
5.31%
同行标杆
22.12%
商品点击-成交转化率（人数）
10.36%
昨日
9.26%
同行标杆
21.16%  ← #root > div.homepageWrapper-zxLmZT > div > dynamic-module-wrapper:nth-child(1) > div > div > div.coreContent-J7jCZG > div.businessDataWrap-LUgNmI > div:nth-child(1) > div > div.ecom-spin-nested-loading > div > div:nth-child(1)",是
2026-04-22 11:27:56,2191.616,艾佳甑选百货,fxg_aftersale_fund_detail_bill,nav,goto,open_url,https://fxg.jinritemai.com/ffa/fxg-bill/fund-detail-bill,是
2026-04-22 11:28:02,2197.665,艾佳甑选百货,fxg_aftersale_fund_detail_bill,interaction,fund_detail_date_range,dateRange,auxoCalendarPick: 已点选起止均为 2026-04-21,是
2026-04-22 11:28:08,2203.191,艾佳甑选百货,fxg_aftersale_fund_detail_bill,interaction,fund_detail_click_generate_report,click,#rc-tabs-0-panel-FUND_DETAIL_BILL > div > div.auxo-pro-table.custom-style-gray.auxo-pro-table-combined > div.auxo-pro-table-wrapper > div > div.auxo-pro-table-list-toolbar > div > div.auxo-space.auxo-space-horizontal.auxo-space-align-center.auxo-pro-table-list-toolbar-right > div > div > div > button,是
2026-04-22 11:28:09,2204.399,艾佳甑选百货,fxg_aftersale_fund_detail_bill,interaction,confirm_fund_detail_generate,click,div.auxo-popover-inner div.auxo-popover-buttons button.auxo-btn-primary.auxo-btn-sm,是
2026-04-22 11:28:12,2207.125,艾佳甑选百货,fxg_bill_history_report,nav,goto,skip_same_url,https://fxg.jinritemai.com/ffa/fxg-bill/history-report,是
