日志时间,自运行起秒,步骤耗时_ms,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-25 10:06:12,252.887,837.39,伊一优选百货,qianchuan_home_cost_roi,field,净成交ROI,extract:text,2.83  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_prepay_and_pay_order_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-25 10:06:12,253.308,421.65,伊一优选百货,qianchuan_home_cost_roi,field,净成交订单数,extract:text,28  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_pay_order_count_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-25 10:06:14,254.691,1382.57,阿顺饰品供应链,globalAccountLoop,nav,goto,open_url,https://fxg.jinritemai.com/ffa/mshop/homepage/index,是
2026-04-25 10:06:55,295.797,41105.94,阿顺饰品供应链,globalAccountLoop,account,switch,switchAccount,已切换店铺: 阿顺饰品供应链（CSS 流程）,是
2026-04-25 10:06:58,299.474,3677.30,阿顺饰品供应链,fxg_mshop_home,nav,goto,open_url,https://compass.jinritemai.com/shop,是
2026-04-25 10:07:34,335.306,35831.55,阿顺饰品供应链,fxg_mshop_home,interaction,fxg_home_close_desktop_ad,click,"Locator.wait_for: Timeout 3500ms exceeded.
Call log:
  - waiting for locator(""div[role='dialog'] .auxo-modal-close-x"").first to be visible
",否
2026-04-25 10:07:37,338.212,2905.79,阿顺饰品供应链,fxg_mshop_home,field,经营概况整块文本,extract:text,"成交金额
¥1,507.64
昨日
¥6,739.34
同行基准
¥4,350
用户支付金额
¥887.35
昨日
¥3,862.23
同行基准
¥3,997.77
客单价
¥2.08
昨日
¥2.01
同行基准
¥20.03
结算金额
¥1,431.40
昨日
¥6,362.65
同行基准
¥3,835.83
成交订单数
434
昨日
1,953
同行标杆
876
商品曝光人数
26.36
万
昨日
119.37万
同行顶尖
249.35万
商品点击人数
5,036
昨日
2.3万
同行标杆
6,359
成交人数
426
昨日
1,918
同行标杆
733
退款金额（退款时间）
¥106.81
昨日
¥456.65
同行顶尖
¥0
退款金额（支付时间）
¥65.76
昨日
¥331.37
同行顶尖
¥0
退款率（支付时间）
7.41%
昨日
8.58%
同行标杆
5.06%
成交退款金额（退款时间）
¥117.29
昨日
¥525.86
同行顶尖
¥0
退款订单数（退款时间）
35
昨日
159
同行标杆
12
退款订单数（支付时间）
22
昨日
112
同行标杆
3
商品曝光-点击转化率（人数）
1.91%
昨日
1.93%
同行基准
6.65%
商品点击-成交转化率（人数）
8.46%
昨日
8.33%
同行基准
12.34%  ← #root > div.homepageWrapper-zxLmZT > div > dynamic-module-wrapper:nth-child(1) > div > div > div.coreContent-J7jCZG > div.businessDataWrap-LUgNmI > div:nth-child(1) > div > div.ecom-spin-nested-loading > div > div:nth-child(1)",是
2026-04-25 10:07:39,339.829,1617.20,阿顺饰品供应链,fxg_aftersale_fund_detail_bill,nav,goto,open_url,https://fxg.jinritemai.com/ffa/fxg-bill/fund-detail-bill,是
2026-04-25 10:11:48,589.388,249559.30,阿顺饰品供应链,fxg_aftersale_fund_detail_bill,interaction,fund_detail_date_range,dateRange,auxoCalendarPick: 已点选起止均为 2026-04-24,是
2026-04-25 10:11:54,594.877,5488.71,阿顺饰品供应链,fxg_aftersale_fund_detail_bill,interaction,fund_detail_click_generate_report,click,#rc-tabs-0-panel-FUND_DETAIL_BILL > div > div.auxo-pro-table.custom-style-gray.auxo-pro-table-combined > div.auxo-pro-table-wrapper > div > div.auxo-pro-table-list-toolbar > div > div.auxo-space.auxo-space-horizontal.auxo-space-align-center.auxo-pro-table-list-toolbar-right > div > div > div > button,是
2026-04-25 10:11:55,595.925,1047.78,阿顺饰品供应链,fxg_aftersale_fund_detail_bill,interaction,confirm_fund_detail_generate,click,div.auxo-popover-inner div.auxo-popover-buttons button.auxo-btn-primary.auxo-btn-sm,是
2026-04-25 10:11:57,598.622,2697.15,阿顺饰品供应链,fxg_bill_history_report,nav,goto,skip_same_url,https://fxg.jinritemai.com/ffa/fxg-bill/history-report,是
2026-04-25 10:12:00,601.017,2395.05,阿顺饰品供应链,fxg_bill_history_report,interaction,export_bill_history_top,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260425_100158_dd2f4fb9\downloads\阿顺饰品供应链_DL202604251011555932667905.csv,是
2026-04-25 10:12:03,604.631,3613.94,阿顺饰品供应链,fxg_aftersale_order_list_export,nav,goto,open_url,https://fxg.jinritemai.com/ffa/merchant-aftersale-workbench/aftersale/list,是
2026-04-25 10:12:08,609.167,4536.43,阿顺饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_expand_search_footer,click,#root > div > div:nth-child(1) > div[class*='searchForm'] > div[class*='footer'] > button[class*='aurora-btn-text'],是
2026-04-25 10:12:10,610.945,1777.63,阿顺饰品供应链,fxg_aftersale_order_list_export,interaction,refund_success,selectFilter,已选择「退款成功」（候选: 退款成功）,是
2026-04-25 10:12:35,636.604,25658.86,阿顺饰品供应链,fxg_aftersale_order_list_export,interaction,shipping_logistics_buyer_signed,selectFilter,已选择「买家已签收」（候选: 买家已签收）,是
2026-04-25 10:12:37,638.082,1478.05,阿顺饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_time_type_completion,selectFilter,已选择「完结时间」（候选: 完结时间）,是
2026-04-25 10:12:51,651.814,13732.17,阿顺饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_time_yesterday,selectFilter,已选择「昨日」（候选: 昨日、昨天）,是
2026-04-25 10:12:51,652.372,557.89,阿顺饰品供应链,fxg_aftersale_order_list_export,interaction,aftersale_footer_query,click,#root > div > div:nth-child(1) > div.searchForm-AfmcYB > div.footer-rxnRYg > button.aurora-btn.css-al7m4l.css-var-root.aurora-btn-secondary.aurora-btn-color-primary.aurora-btn-variant-filled,是
2026-04-25 10:12:57,658.586,6214.03,阿顺饰品供应链,fxg_aftersale_order_list_export,interaction,export_aftersale_orders,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260425_100158_dd2f4fb9\downloads\阿顺饰品供应链_售后单-2026-04-25 10_12_57.xlsx,是
2026-04-25 10:13:01,661.789,3202.86,阿顺饰品供应链,qianchuan_home_cost_roi,nav,goto,open_url,https://qianchuan.jinritemai.com/uni-prom?aavid=1859890681140232&ct=1&dr=2026-04-24%2C2026-04-24&uni=%7B%22uniTab%22%3A%22ad%22%7D,是
2026-04-25 10:13:06,667.178,5389.61,阿顺饰品供应链,qianchuan_home_cost_roi,interaction,uni_prom_pick_push_product,click,#new_uni_prom_shop_guidance > div > span > span,是
2026-04-25 10:13:10,670.945,3766.59,阿顺饰品供应链,qianchuan_home_cost_roi,field,整体消耗(元),extract:text,197.66  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.stat_cost_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-25 10:13:11,671.777,832.23,阿顺饰品供应链,qianchuan_home_cost_roi,field,净成交ROI,extract:text,29.30  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_prepay_and_pay_order_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-25 10:13:11,672.177,400.26,阿顺饰品供应链,qianchuan_home_cost_roi,field,净成交订单数,extract:text,1701  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_pay_order_count_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-25 10:13:13,673.856,1678.99,卡诺优选百货,globalAccountLoop,nav,goto,open_url,https://fxg.jinritemai.com/ffa/mshop/homepage/index,是
2026-04-25 10:13:27,688.060,14203.61,卡诺优选百货,globalAccountLoop,account,switch,switchAccount,已切换店铺: 卡诺优选百货（CSS 流程）,是
2026-04-25 10:13:32,692.985,4925.19,卡诺优选百货,fxg_mshop_home,nav,goto,open_url,https://compass.jinritemai.com/shop,是
2026-04-25 10:14:09,730.117,37131.59,卡诺优选百货,fxg_mshop_home,interaction,fxg_home_close_desktop_ad,click,"Locator.wait_for: Timeout 3500ms exceeded.
Call log:
  - waiting for locator(""div[role='dialog'] .auxo-modal-close-x"").first to be visible
",否
2026-04-25 10:14:12,733.034,2917.14,卡诺优选百货,fxg_mshop_home,field,经营概况整块文本,extract:text,"成交金额
¥374.35
昨日
¥1,678.58
同行基准
¥538.3
用户支付金额
¥319.01
昨日
¥1,379.61
同行基准
¥510.6
客单价
¥4.25
昨日
¥3.76
同行基准
¥16.2
成交订单数
77
昨日
373
同行标杆
165
结算金额
¥367.58
昨日
¥1,593.47
同行基准
¥487.1
商品曝光人数
2.59
万
昨日
11.05万
同行标杆
4.28万
商品点击人数
959
昨日
4,176
同行标杆
1,553
成交人数
75
昨日
367
同行标杆
133
退款金额（退款时间）
¥24.96
昨日
¥151.83
同行标杆
¥15.97
退款金额（支付时间）
¥6.77
昨日
¥62.89
同行标杆
¥0
退款率（支付时间）
2.12%
昨日
4.56%
同行标杆
0%
成交退款金额（退款时间）
¥24.96
昨日
¥179.05
同行标杆
¥16.94
退款订单数（退款时间）
6
昨日
46
同行标杆
1
退款订单数（支付时间）
2
昨日
20
同行标杆
0
商品曝光-点击转化率（人数）
3.7%
昨日
3.78%
同行基准
5.13%
商品点击-成交转化率（人数）
7.82%
昨日
8.79%
同行基准
8.96%  ← #root > div.homepageWrapper-zxLmZT > div > dynamic-module-wrapper:nth-child(1) > div > div > div.coreContent-J7jCZG > div.businessDataWrap-LUgNmI > div:nth-child(1) > div > div.ecom-spin-nested-loading > div > div:nth-child(1)",是
2026-04-25 10:14:13,734.644,1609.70,卡诺优选百货,fxg_aftersale_fund_detail_bill,nav,goto,open_url,https://fxg.jinritemai.com/ffa/fxg-bill/fund-detail-bill,是
2026-04-25 10:14:21,741.907,7263.99,卡诺优选百货,fxg_aftersale_fund_detail_bill,interaction,fund_detail_date_range,dateRange,auxoCalendarPick: 已点选起止均为 2026-04-24,是
2026-04-25 10:14:26,747.422,5514.81,卡诺优选百货,fxg_aftersale_fund_detail_bill,interaction,fund_detail_click_generate_report,click,#rc-tabs-0-panel-FUND_DETAIL_BILL > div > div.auxo-pro-table.custom-style-gray.auxo-pro-table-combined > div.auxo-pro-table-wrapper > div > div.auxo-pro-table-list-toolbar > div > div.auxo-space.auxo-space-horizontal.auxo-space-align-center.auxo-pro-table-list-toolbar-right > div > div > div > button,是
2026-04-25 10:14:27,748.466,1043.43,卡诺优选百货,fxg_aftersale_fund_detail_bill,interaction,confirm_fund_detail_generate,click,div.auxo-popover-inner div.auxo-popover-buttons button.auxo-btn-primary.auxo-btn-sm,是
2026-04-25 10:14:30,751.182,2716.53,卡诺优选百货,fxg_bill_history_report,nav,goto,skip_same_url,https://fxg.jinritemai.com/ffa/fxg-bill/history-report,是
2026-04-25 10:14:32,753.522,2340.09,卡诺优选百货,fxg_bill_history_report,interaction,export_bill_history_top,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260425_100158_dd2f4fb9\downloads\卡诺优选百货_DL202604251014276329440257.csv,是
2026-04-25 10:14:36,757.218,3695.26,卡诺优选百货,fxg_aftersale_order_list_export,nav,goto,open_url,https://fxg.jinritemai.com/ffa/merchant-aftersale-workbench/aftersale/list,是
2026-04-25 10:14:40,761.178,3960.63,卡诺优选百货,fxg_aftersale_order_list_export,interaction,aftersale_expand_search_footer,click,#root > div > div:nth-child(1) > div[class*='searchForm'] > div[class*='footer'] > button[class*='aurora-btn-text'],是
2026-04-25 10:14:42,762.995,1816.52,卡诺优选百货,fxg_aftersale_order_list_export,interaction,refund_success,selectFilter,已选择「退款成功」（候选: 退款成功）,是
2026-04-25 10:14:55,776.644,13649.43,卡诺优选百货,fxg_aftersale_order_list_export,interaction,shipping_logistics_buyer_signed,selectFilter,已选择「买家已签收」（候选: 买家已签收）,是
2026-04-25 10:14:57,778.116,1471.67,卡诺优选百货,fxg_aftersale_order_list_export,interaction,aftersale_time_type_completion,selectFilter,已选择「完结时间」（候选: 完结时间）,是
2026-04-25 10:15:11,791.799,13683.20,卡诺优选百货,fxg_aftersale_order_list_export,interaction,aftersale_time_yesterday,selectFilter,已选择「昨日」（候选: 昨日、昨天）,是
2026-04-25 10:15:11,792.359,559.45,卡诺优选百货,fxg_aftersale_order_list_export,interaction,aftersale_footer_query,click,#root > div > div:nth-child(1) > div.searchForm-AfmcYB > div.footer-rxnRYg > button.aurora-btn.css-al7m4l.css-var-root.aurora-btn-secondary.aurora-btn-color-primary.aurora-btn-variant-filled,是
2026-04-25 10:15:18,798.725,6366.62,卡诺优选百货,fxg_aftersale_order_list_export,interaction,export_aftersale_orders,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260425_100158_dd2f4fb9\downloads\卡诺优选百货_售后单-2026-04-25 10_15_17.xlsx,是
2026-04-25 10:15:21,801.884,3158.51,卡诺优选百货,qianchuan_home_cost_roi,nav,goto,open_url,https://qianchuan.jinritemai.com/uni-prom?aavid=1799542938571787&ct=1&dr=2026-04-24%2C2026-04-24&uni=%7B%22uniTab%22%3A%22ad%22%7D,是
2026-04-25 10:15:26,807.158,5273.91,卡诺优选百货,qianchuan_home_cost_roi,interaction,uni_prom_pick_push_product,click,#new_uni_prom_shop_guidance > div > span > span,是
2026-04-25 10:15:30,810.924,3766.43,卡诺优选百货,qianchuan_home_cost_roi,field,整体消耗(元),extract:text,34.35  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.stat_cost_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-25 10:15:31,811.682,757.72,卡诺优选百货,qianchuan_home_cost_roi,field,净成交ROI,extract:text,23.93  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_prepay_and_pay_order_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-25 10:15:31,812.101,419.38,卡诺优选百货,qianchuan_home_cost_roi,field,净成交订单数,extract:text,181  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_pay_order_count_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-25 10:15:32,813.309,1207.58,亿芭发饰供应链,globalAccountLoop,nav,goto,open_url,https://fxg.jinritemai.com/ffa/mshop/homepage/index,是
2026-04-25 10:15:47,828.266,14957.30,亿芭发饰供应链,globalAccountLoop,account,switch,switchAccount,已切换店铺: 亿芭发饰供应链（CSS 流程）,是
2026-04-25 10:15:51,831.954,3687.57,亿芭发饰供应链,fxg_mshop_home,nav,goto,open_url,https://compass.jinritemai.com/shop,是
2026-04-25 10:16:27,868.166,36212.88,亿芭发饰供应链,fxg_mshop_home,interaction,fxg_home_close_desktop_ad,click,"Locator.wait_for: Timeout 3500ms exceeded.
Call log:
  - waiting for locator(""div[role='dialog'] .auxo-modal-close-x"").first to be visible
",否
2026-04-25 10:16:30,871.066,2899.85,亿芭发饰供应链,fxg_mshop_home,field,经营概况整块文本,extract:text,"成交金额
¥713.91
昨日
¥4,002.49
同行基准
¥4,350
用户支付金额
¥606.85
昨日
¥3,457.54
同行基准
¥3,997.77
客单价
¥3.51
昨日
¥3.96
同行基准
¥20.03
成交订单数
176
昨日
912
同行基准
268
结算金额
¥674.50
昨日
¥3,763.99
同行基准
¥3,835.83
商品曝光人数
4.66
万
昨日
22.24万
同行标杆
18.78万
商品点击人数
1,955
昨日
8,631
同行标杆
6,359
成交人数
173
昨日
873
同行基准
196
退款金额（退款时间）
¥62.56
昨日
¥272.58
同行顶尖
¥0
退款金额（支付时间）
¥32.61
昨日
¥205.34
同行顶尖
¥0
退款率（支付时间）
5.37%
昨日
5.94%
同行标杆
5.06%
成交退款金额（退款时间）
¥74.16
昨日
¥326.91
同行顶尖
¥0
退款订单数（退款时间）
21
昨日
89
同行标杆
12
退款订单数（支付时间）
9
昨日
56
同行标杆
3
商品曝光-点击转化率（人数）
4.2%
昨日
3.88%
同行基准
6.65%
商品点击-成交转化率（人数）
8.85%
昨日
10.11%
同行基准
12.34%  ← #root > div.homepageWrapper-zxLmZT > div > dynamic-module-wrapper:nth-child(1) > div > div > div.coreContent-J7jCZG > div.businessDataWrap-LUgNmI > div:nth-child(1) > div > div.ecom-spin-nested-loading > div > div:nth-child(1)",是
2026-04-25 10:16:31,872.629,1562.88,亿芭发饰供应链,fxg_aftersale_fund_detail_bill,nav,goto,open_url,https://fxg.jinritemai.com/ffa/fxg-bill/fund-detail-bill,是
2026-04-25 10:16:39,880.039,7410.25,亿芭发饰供应链,fxg_aftersale_fund_detail_bill,interaction,fund_detail_date_range,dateRange,auxoCalendarPick: 已点选起止均为 2026-04-24,是
2026-04-25 10:16:44,885.524,5484.28,亿芭发饰供应链,fxg_aftersale_fund_detail_bill,interaction,fund_detail_click_generate_report,click,#rc-tabs-0-panel-FUND_DETAIL_BILL > div > div.auxo-pro-table.custom-style-gray.auxo-pro-table-combined > div.auxo-pro-table-wrapper > div > div.auxo-pro-table-list-toolbar > div > div.auxo-space.auxo-space-horizontal.auxo-space-align-center.auxo-pro-table-list-toolbar-right > div > div > div > button,是
2026-04-25 10:16:45,886.563,1039.06,亿芭发饰供应链,fxg_aftersale_fund_detail_bill,interaction,confirm_fund_detail_generate,click,div.auxo-popover-inner div.auxo-popover-buttons button.auxo-btn-primary.auxo-btn-sm,是
2026-04-25 10:16:48,889.264,2701.74,亿芭发饰供应链,fxg_bill_history_report,nav,goto,skip_same_url,https://fxg.jinritemai.com/ffa/fxg-bill/history-report,是
2026-04-25 10:16:50,891.351,2086.38,亿芭发饰供应链,fxg_bill_history_report,interaction,export_bill_history_top,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260425_100158_dd2f4fb9\downloads\亿芭发饰供应链_DL202604251016400587219739.csv,是
2026-04-25 10:16:54,895.086,3735.47,亿芭发饰供应链,fxg_aftersale_order_list_export,nav,goto,open_url,https://fxg.jinritemai.com/ffa/merchant-aftersale-workbench/aftersale/list,是
2026-04-25 10:16:58,898.816,3729.38,亿芭发饰供应链,fxg_aftersale_order_list_export,interaction,aftersale_expand_search_footer,click,#root > div > div:nth-child(1) > div[class*='searchForm'] > div[class*='footer'] > button[class*='aurora-btn-text'],是
2026-04-25 10:17:00,901.000,2184.32,亿芭发饰供应链,fxg_aftersale_order_list_export,interaction,refund_success,selectFilter,已选择「退款成功」（候选: 退款成功）,是
2026-04-25 10:17:13,914.648,13648.31,亿芭发饰供应链,fxg_aftersale_order_list_export,interaction,shipping_logistics_buyer_signed,selectFilter,已选择「买家已签收」（候选: 买家已签收）,是
2026-04-25 10:17:15,916.156,1507.93,亿芭发饰供应链,fxg_aftersale_order_list_export,interaction,aftersale_time_type_completion,selectFilter,已选择「完结时间」（候选: 完结时间）,是
2026-04-25 10:17:29,929.856,13700.00,亿芭发饰供应链,fxg_aftersale_order_list_export,interaction,aftersale_time_yesterday,selectFilter,已选择「昨日」（候选: 昨日、昨天）,是
2026-04-25 10:17:29,930.383,527.24,亿芭发饰供应链,fxg_aftersale_order_list_export,interaction,aftersale_footer_query,click,#root > div > div:nth-child(1) > div.searchForm-AfmcYB > div.footer-rxnRYg > button.aurora-btn.css-al7m4l.css-var-root.aurora-btn-secondary.aurora-btn-color-primary.aurora-btn-variant-filled,是
2026-04-25 10:17:36,936.791,6407.21,亿芭发饰供应链,fxg_aftersale_order_list_export,interaction,export_aftersale_orders,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260425_100158_dd2f4fb9\downloads\亿芭发饰供应链_售后单-2026-04-25 10_17_35.xlsx,是
2026-04-25 10:17:39,939.954,3163.03,亿芭发饰供应链,qianchuan_home_cost_roi,nav,goto,open_url,https://qianchuan.jinritemai.com/uni-prom?aavid=1818139839419610&ct=1&dr=2026-04-24%2C2026-04-24&uni=%7B%22uniTab%22%3A%22ad%22%7D,是
2026-04-25 10:17:44,945.247,5293.06,亿芭发饰供应链,qianchuan_home_cost_roi,interaction,uni_prom_pick_push_product,click,#new_uni_prom_shop_guidance > div > span > span,是
2026-04-25 10:17:48,949.002,3754.86,亿芭发饰供应链,qianchuan_home_cost_roi,field,整体消耗(元),extract:text,99.14  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.stat_cost_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-25 10:17:49,950.486,1484.66,亿芭发饰供应链,qianchuan_home_cost_roi,field,净成交ROI,extract:text,20.18  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_prepay_and_pay_order_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
