日志时间,自运行起秒,步骤耗时_ms,账号,页面,阶段,键/标签,动作,结果,是否成功
2026-04-24 13:12:19,917.521,1018.94,芙瑶优选,fxg_aftersale_fund_detail_bill,interaction,confirm_fund_detail_generate,click,div.auxo-popover-inner div.auxo-popover-buttons button.auxo-btn-primary.auxo-btn-sm,是
2026-04-24 13:12:22,920.218,2697.23,芙瑶优选,fxg_bill_history_report,nav,goto,skip_same_url,https://fxg.jinritemai.com/ffa/fxg-bill/history-report,是
2026-04-24 13:12:24,922.719,2500.61,芙瑶优选,fxg_bill_history_report,interaction,export_bill_history_top,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260424_125701_e6a9e85a\downloads\芙瑶优选_DL202604241312081702887723.csv,是
2026-04-24 13:12:28,926.376,3657.12,芙瑶优选,fxg_aftersale_order_list_export,nav,goto,open_url,https://fxg.jinritemai.com/ffa/merchant-aftersale-workbench/aftersale/list,是
2026-04-24 13:12:32,930.294,3917.77,芙瑶优选,fxg_aftersale_order_list_export,interaction,aftersale_expand_search_footer,click,#root > div > div:nth-child(1) > div[class*='searchForm'] > div[class*='footer'] > button[class*='aurora-btn-text'],是
2026-04-24 13:12:34,932.303,2009.58,芙瑶优选,fxg_aftersale_order_list_export,interaction,refund_success,selectFilter,已选择「退款成功」（候选: 退款成功）,是
2026-04-24 13:12:48,945.955,13651.91,芙瑶优选,fxg_aftersale_order_list_export,interaction,shipping_logistics_buyer_signed,selectFilter,已选择「买家已签收」（候选: 买家已签收）,是
2026-04-24 13:12:49,947.462,1506.86,芙瑶优选,fxg_aftersale_order_list_export,interaction,aftersale_time_type_completion,selectFilter,已选择「完结时间」（候选: 完结时间）,是
2026-04-24 13:13:03,961.166,13704.10,芙瑶优选,fxg_aftersale_order_list_export,interaction,aftersale_time_yesterday,selectFilter,已选择「昨日」（候选: 昨日、昨天）,是
2026-04-24 13:13:03,961.728,562.37,芙瑶优选,fxg_aftersale_order_list_export,interaction,aftersale_footer_query,click,#root > div > div:nth-child(1) > div.searchForm-AfmcYB > div.footer-rxnRYg > button.aurora-btn.css-al7m4l.css-var-root.aurora-btn-secondary.aurora-btn-color-primary.aurora-btn-variant-filled,是
2026-04-24 13:13:09,967.898,6169.22,芙瑶优选,fxg_aftersale_order_list_export,interaction,export_aftersale_orders,click+download,D:\Program Files (x86)\fff2_dianshang\output\抖店数据提取_20260424_125701_e6a9e85a\downloads\芙瑶优选_售后单-2026-04-24 13_13_09.xlsx,是
2026-04-24 13:13:13,971.067,3169.26,芙瑶优选,qianchuan_home_cost_roi,nav,goto,open_url,https://qianchuan.jinritemai.com/uni-prom?aavid=1785321316256779&ct=1&dr=2026-04-23%2C2026-04-23&uni=%7B%22uniTab%22%3A%22ad%22%7D,是
2026-04-24 13:13:18,976.061,4994.18,芙瑶优选,qianchuan_home_cost_roi,interaction,uni_prom_pick_push_product,click,#new_uni_prom_shop_guidance > div > span > span,是
2026-04-24 13:13:21,979.821,3760.15,芙瑶优选,qianchuan_home_cost_roi,field,整体消耗(元),extract:text,297.51  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.stat_cost_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-24 13:13:22,980.665,843.67,芙瑶优选,qianchuan_home_cost_roi,field,净成交ROI,extract:text,22.86  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_prepay_and_pay_order_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-24 13:13:23,981.081,415.62,芙瑶优选,qianchuan_home_cost_roi,field,净成交订单数,extract:text,1415  ← #app-container > div.app-content > div.content-body.no-left > div > div.data-overview-wrapper > div > div > div > div > div.card.total_pay_order_count_for_roi2 > div > span > div > div.oc-statistic.oc-statistic-cursor.oc-statistic-bg-default.oc-statistic-block,是
2026-04-24 13:13:24,982.091,1010.54,TOP居家日用,globalAccountLoop,nav,goto,open_url,https://fxg.jinritemai.com/ffa/mshop/homepage/index,是
2026-04-24 13:13:38,996.001,13909.86,TOP居家日用,globalAccountLoop,account,switch,switchAccount,已切换店铺: TOP居家日用（CSS 流程）,是
